Container,fk_SpecimenID,Institution,pk_SpareSampleLocation,ref_SpecimenID
box 15,136,Uvic,672,ACANIG134
box 15,137,Uvic,673,ACANIG135
box 16,138,Uvic,674,ACANIG136
box 16,139,Uvic,675,ACANIG137
box 16,140,Uvic,676,ACANIG138
box 16,141,Uvic,677,ACANIG139
box 16,142,Uvic,678,ACANIG140
box 16,143,Uvic,679,ACANIG141
box 16,144,Uvic,680,ACANIG142
box 16,145,Uvic,681,ACANIG143
box 16,146,Uvic,682,ACANIG144
box 16,147,Uvic,683,ACANIG145
box 16,148,Uvic,684,ACANIG146
box 16,149,Uvic,685,ACANIG147
box 16,150,Uvic,686,ACANIG148
box 16,151,Uvic,687,ACANIG149
box 16,152,Uvic,688,ACANIG150
box 16,153,Uvic,689,ACANIG151
box 16,154,Uvic,690,ACANIG152
box 16,155,Uvic,691,ACANIG153
box 16,156,Uvic,692,ACANIG154
box 16,157,Uvic,693,ACANIG155
box 16,158,Uvic,694,ACANIG156
box 16,159,Uvic,695,ACANIG157
box 16,160,Uvic,696,ACANIG158
box 16,161,Uvic,697,ACANIG159
box 16,162,Uvic,698,ACANIG160
box 16,163,Uvic,699,ACANIG161
box 16,164,Uvic,700,ACANIG162
box 16,165,Uvic,701,ACANIG163
box 16,166,Uvic,702,ACANIG164
box 16,167,Uvic,703,ACANIG165
box 16,168,Uvic,704,ACANIG166
box 16,169,Uvic,705,ACANIG167
box 16,170,Uvic,706,ACANIG168
box 16,171,Uvic,707,ACANIG169
box 16,172,Uvic,708,ACANIG170
box 16,173,Uvic,709,ACANIG171
box 16,174,Uvic,710,ACANIG172
box 16,175,Uvic,711,ACANIG173
box 16,176,Uvic,712,ACANIG174
box 16,177,Uvic,713,ACANIG175
box 16,178,Uvic,714,ACANIG176
box 16,179,Uvic,715,ACANIG177
box 16,180,Uvic,716,ACANIG178
box 16,181,Uvic,717,ACANIG179
box 16,182,Uvic,718,ACANIG180
box 16,183,Uvic,719,ACANIG181
box 16,184,Uvic,720,ACANIG182
box 16,185,Uvic,721,ACANIG183
box 16,186,Uvic,722,ACANIG184
box 16,187,Uvic,723,ACANIG185
box 16,188,Uvic,724,ACANIG186
box 15,102,Uvic,725,ACANIG100
box 9,479,Uvic,726,PARARC001
box 9,480,Uvic,727,PARARC002
box 9,481,Uvic,728,PARARC003
box 9,482,Uvic,729,PARARC004
box 9,483,Uvic,730,PARARC005
box 9,484,Uvic,731,PARARC006
box 9,485,Uvic,732,PARARC007
box 9,486,Uvic,733,PARARC008
box 9,487,Uvic,734,PARARC009
box 9,488,Uvic,735,PARARC010
box 9,489,Uvic,736,PARARC011
box 9,490,Uvic,737,PARARC012
box 9,491,Uvic,738,PARARC013
box 9,492,Uvic,739,PARARC014
box 9,493,Uvic,740,PARARC015
box 9,494,Uvic,741,PARARC016
box 9,495,Uvic,742,PARARC017
box 9,496,Uvic,743,PARARC018
box 9,497,Uvic,744,PARARC019
box 9,498,Uvic,745,PARARC020
box 9,499,Uvic,746,PARARC021
box 9,500,Uvic,747,PARARC022
box 9,501,Uvic,748,PARARC023
box 9,502,Uvic,749,PARARC024
box 9,503,Uvic,750,PARARC025
box 9,504,Uvic,751,PARARC026
box 9,505,Uvic,752,PARARC027
box 9,506,Uvic,753,PARARC028
box 9,507,Uvic,754,PARARC029
box 9,508,Uvic,755,PARARC030
box 9,509,Uvic,756,PARARC031
box 9,510,Uvic,757,PARARC032
box 9,511,Uvic,758,PARARC033
box 9,512,Uvic,759,PARARC034
box 9,513,Uvic,760,PARARC035
box 9,514,Uvic,761,PARARC036
box 9,515,Uvic,762,PARARC037
box 9,516,Uvic,763,PARARC038
box 9,517,Uvic,764,PARARC039
box 9,518,Uvic,765,PARARC040
box 9,519,Uvic,766,PARARC041
box 10,520,Uvic,767,PARARC042
box 10,521,Uvic,768,PARARC043
box 10,522,Uvic,769,PARARC044
box 10,524,Uvic,770,PARARC046
box 10,525,Uvic,771,PARARC047
box 10,526,Uvic,772,PARARC048
box 10,527,Uvic,773,PARARC049
box 10,528,Uvic,774,PARARC050
box 10,529,Uvic,775,PARARC051
box 10,530,Uvic,776,PARARC052
box 10,531,Uvic,777,PARARC053
box 10,532,Uvic,778,PARARC054
box 10,533,Uvic,779,PARARC055
box 10,534,Uvic,780,PARARC056
box 10,535,Uvic,781,PARARC057
box 10,536,Uvic,782,PARARC058
box 10,537,Uvic,783,PARARC059
box 10,538,Uvic,784,PARARC060
box 10,539,Uvic,785,PARARC061
box 10,540,Uvic,786,PARARC062
box 10,541,Uvic,787,PARARC063
box 10,542,Uvic,788,PARARC064
box 10,543,Uvic,789,PARARC065
box 10,544,Uvic,790,PARARC066
box 10,545,Uvic,791,PARARC067
box 10,546,Uvic,792,PARARC068
box 10,547,Uvic,793,PARARC069
box 10,548,Uvic,794,PARARC070
box 10,549,Uvic,795,PARARC071
box 10,550,Uvic,796,PARARC072
box 10,551,Uvic,797,PARARC073
box 10,552,Uvic,798,PARARC074
box 10,553,Uvic,799,PARARC075
box 10,554,Uvic,800,PARARC076
box 10,555,Uvic,801,PARARC077
box 10,556,Uvic,802,PARARC078
box 10,557,Uvic,803,PARARC079
box 10,558,Uvic,804,PARARC080
box 10,559,Uvic,805,PARARC081
box 10,560,Uvic,806,PARARC082
box 10,561,Uvic,807,PARARC083
box 10,562,Uvic,808,PARARC084
box 10,564,Uvic,809,PARARC086
box 10,565,Uvic,810,PARARC087
box 10,566,Uvic,811,PARARC088
box 15,103,Uvic,812,ACANIG101
box 15,104,Uvic,813,ACANIG102
box 15,105,Uvic,814,ACANIG103
box 15,106,Uvic,815,ACANIG104
box 15,107,Uvic,816,ACANIG105
box 15,108,Uvic,817,ACANIG106
box 15,109,Uvic,818,ACANIG107
box 15,110,Uvic,819,ACANIG108
box 15,111,Uvic,820,ACANIG109
box 15,112,Uvic,821,ACANIG110
box 12,16,Uvic,822,ACANIG015
box 12,18,Uvic,823,ACANIG017
no spares,476,Uvic,824,LUTGIB002
no spares,,Uvic,825,SITE14URCH01
no spares,,Uvic,826,SITE14URCH02
no spares,,Uvic,827,SITE14URCH03
no spares,,Uvic,828,SITE14URCH04
no spares,,Uvic,829,SITE14URCH05
no spares,,Uvic,830,SITE14URCH06
no spares,,Uvic,831,SITE14URCH07
no spares,,Uvic,832,SITE14URCH08
no spares,,Uvic,833,SITE14URCH09
no spares,,Uvic,834,SITE14URCH10
no spares,,Uvic,835,SITE14URCH11
no spares,,Uvic,836,SITE14URCH12
no spares,,Uvic,837,D.SAV.SITE1501
no spares,,Uvic,838,D.SAV.SITE1502
no spares,,Uvic,839,D.SAV.SITE1503
no spares,,Uvic,840,D.SAV.SITE1504
no spares,,Uvic,841,D.SAV.SITE1505
no spares,,Uvic,842,D.SAV.SITE1506
no spares,,Uvic,843,D.SAV.SITE1507
no spares,,Uvic,844,D.SAV.SITE1509
no spares,,Uvic,845,SITE26URCH02
no spares,,Uvic,846,SITE26URCH03
no spares,,Uvic,847,SITE26URCH04
no spares,,Uvic,848,SITE26URCH05
no spares,,Uvic,849,SITE26URCH06
no spares,,Uvic,850,SITE26URCH07
no spares,,Uvic,851,SITE26URCH08
no spares,,Uvic,852,D.SAV.SITE2703
no spares,,Uvic,853,D.SAV.SITE2704
no spares,,Uvic,854,D.SAV.SITE2705
no spares,,Uvic,855,D.SAV.SITE2706
no spares,,Uvic,856,D.SAV.SITE2707
no spares,,Uvic,857,D.SAV.SITE2708
no spares,,Uvic,858,D.SAV.SITE2709
no spares,,Uvic,859,D.SAV.SITE2710
no spares,,Uvic,860,SITE32/26URCH01
no spares,,Uvic,861,SITE32/26URCH02
no spares,,Uvic,862,SITE32/26URCH03
no spares,,Uvic,863,SITE32/26URCH04
box 12,19,Uvic,864,ACANIG018
box 10,567,Uvic,865,PARARC089
no location described,,Uvic,866,LUTBOH020NA
no location described,,Uvic,867,LUTFUL078NA
no location described,,Uvic,868,LUTFUL094NA
no location described,,Uvic,869,LUTFUL095NA
no location described,,Uvic,870,LUTFUL102NA
white bag in back,,Uvic,871,S2TURF04
white bag in back,,Uvic,872,S2TURF05
box 4,1256,Uvic,873,PSEOLI016
box 4,1259,Uvic,874,PSEOLI019
box 4,1261,Uvic,875,PSEOLI021
box 4,1262,Uvic,876,PSEOLI022
box 4,1275,Uvic,877,PSEOLI028
box 10,523,Uvic,878,PARARC045
box 4,1279,Uvic,879,PSEDIS016
box 4,1286,Uvic,880,PSEDIS023
no location described,1064,Uvic,881,EPIHEX001a
box 8,,Uvic,882,UnKNOWN2
box 8,,Uvic,883,UnKNOWN1
box 8,,Uvic,884,UnKNOWN3
box 8,,Uvic,885,UnKNOWN4
ziplock 4,,Uvic,886,LUTBOH001
no location described,,Uvic,887,ACANIG006NA
no location described,,Uvic,888,ACANIG007NA
no location described,,Uvic,889,ACANIG009NA
no location described,,Uvic,890,ACANIG011NA
no location described,,Uvic,891,ACANIG014NA
no location described,,Uvic,892,ACANIG016NA
no location described,,Uvic,893,ACANIG019NA
no location described,,Uvic,894,CEPARG031NA
no location described,,Uvic,895,CEPARG035NA
no location described,,Uvic,896,CEPARG078NA
no location described,,Uvic,897,CEPARG120NA
no location described,,Uvic,898,CEPARG121NA
no location described,,Uvic,899,CEPARG146NA
no location described,,Uvic,900,CEPARG159NA
no location described,,Uvic,901,PSEDIS006NA
no location described,,Uvic,902,PSEOLI001NA
no location described,,Uvic,903,PSEOLI011NA
no location described,,Uvic,904,PSEOLI012NA
no location described,,Uvic,905,PSEOLI020NA
no location described,,Uvic,906,PSEOLI021NA
no location described,,Uvic,907,PSEOLI028NA
no location described,,Uvic,908,PSEOLI030NA
box 12,615,Uvic,909,PARARC137
box 11,599,Uvic,910,PARARC121
