CapsuleWeight,DateEntered,DatePacked,EnteredBy,FilledCapsuleWeight,fk_SampleID,fk_TrayName,Notes,PackedBy,pk_PackedID,ref_sampleID,ref_TrayName,SampleWeight,TrayColumn,TrayRow
,2012-10-17,2011-01-13,AS,,1834,5,NA,AS,569,KIR_09_1965,5,1,9,A
,2012-10-17,2011-01-13,AS,,1858,5,Label smudged - may have read 1975 not 1995,AS,570,KIR_09_1975,5,1.2,8,A
,2012-10-17,2011-01-14,AS,,1835,5,NA,AS,571,KIR_09_2602,5,1.1,10,A
,2012-10-17,2011-01-14,AS,,1836,5,NA,AS,572,KIR_09_2883,5,1.1,11,A
,2012-10-17,2011-01-14,AS,,1837,5,NA,AS,573,KIR_09_2885,5,0.9,12,A
,2012-10-17,2012-07-26,AS,,1838,24,NA; original date packed: 01/14/2011 in Tray 5 B1,AS,574,KIR_09_2956,V6,0.9,10,B
,2012-10-17,2011-01-14,AS,,1839,5,NA,AS,575,KIR_09_2998,5,0.9,2,B
,2012-10-17,2011-01-14,AS,,1840,5,NA,AS,576,KIR_09_3010,5,1.2,3,B
,2012-10-17,2011-01-14,AS,,1841,5,NA,AS,577,KIR_09_3032,5,1,4,B
,2012-10-17,2011-01-14,AS,,1842,5,NA,AS,578,KIR_09_3221,5,1,5,B
,2012-10-17,2011-01-14,AS,,1843,5,NA,AS,579,KIR_09_3227,5,1.1,6,B
,2012-10-17,2011-01-14,AS,,1844,5,NA,AS,580,KIR_09_3251,5,1.1,7,B
,2012-10-17,2011-01-14,AS,,1845,5,NA,AS,581,KIR_09_3263,5,1,8,B
,2012-10-17,2011-01-14,AS,,1846,5,NA,AS,582,KIR_09_4045,5,0.9,9,B
,2012-10-17,2011-01-14,AS,,1847,5,NA,AS,583,KIR_09_4050,5,0.9,10,B
,2012-10-17,2011-01-14,AS,,1848,5,NA,AS,584,KIR_09_4186,5,0.9,11,B
,2012-10-17,2012-07-26,AS,,1849,24,NA; original date packed: 01/14/2011 in Tray 5 C1,AS,585,KIR_09_4258,V6,1,11,B
,2012-10-17,2011-01-14,AS,,1850,5,NA,AS,586,KIR_09_4260,5,0.9,12,B
,2012-10-17,2011-01-14,AS,,1851,5,NA,AS,587,KIR_09_4266,5,1.1,2,C
,2012-10-17,2011-01-14,AS,,1852,5,NA,AS,588,KIR_09_4267,5,1,3,C
,2012-10-17,2011-01-14,AS,,1853,5,NA,AS,589,KIR_09_4294,5,1.2,4,C
,2012-10-17,2011-01-14,AS,,1854,5,NA,AS,590,KIR_09_4307,5,1.1,5,C
,2012-10-17,2011-01-14,AS,,1855,5,NA,AS,591,KIR_09_4498,5,0.9,6,C
,2012-10-17,2011-01-14,AS,,1856,5,NA,AS,592,KIR_09_4501,5,1.2,7,C
,2012-10-17,2011-01-14,AS,,1857,5,NA,AS,593,KIR_09_4529,5,1,8,C
,2012-10-17,2012-07-26,AO,,460,24,NA; original date packed: 02/15/2011 in Tray 5 H1,AS,594,LA.DIMI001_A,V6,0.8,5,C
,2012-10-17,2011-02-15,AO,,1624,5,NA,AS,595,LETSON001_A,5,0.8,12,F
,2012-10-17,2011-02-15,AO,,369,24,NA; original date packed: 02/15/2011 in Tray 5 G1,AS,596,LETXAN001_A,V6,1.1,4,C
,2012-10-17,2011-04-25,AO,,568,11,NA,AO,597,LUTBOH020_NA,11,1,8,A
,2012-10-17,2011-04-25,AO,,569,11,NA,AO,598,LUTFUL078_NA,11,1.1,9,A
,2012-10-17,2011-04-25,AO,,570,11,NA,AO,599,LUTFUL094_NA,11,1,10,A
,2012-10-17,2011-04-25,AO,,571,11,NA,AO,600,LUTFUL095_NA,11,1.1,11,A
,2012-10-17,2011-04-25,AO,,572,11,NA,AO,601,LUTFUL102_NA,11,1.1,12,A
,2012-10-17,2011-11-17,AO,,360,17,NA; original date packed: 11/09/2010 in Tray 2 A1,AO,602,LUTBOH001_2A,RT_KI_DAVIS_01,1,1,F
,2012-10-17,2010-11-09,AO,,165,2,NA,AO,603,LUTBOH002_A,2,1.1,2,A
,2012-10-17,2010-11-09,AS,,166,14,Taken from other trays; original date packed: 11/09/2010 in Tray 2 A3,AO,604,LUTBOH003_A,RTKI_001,1.1,11,D
,2012-10-17,2010-11-09,AS,,167,14,Taken from other trays; original date packed: 11/09/2010 in Tray 2 A4,AO,605,LUTBOH004_A,RTKI_001,1.1,12,D
,2012-10-17,2010-11-09,AO,,168,2,NA,AO,606,LUTBOH005_A,2,1.1,5,A
,2012-10-17,2010-11-09,AO,,169,2,NA,AO,607,LUTBOH006_A,2,1.1,6,A
,2012-10-17,2010-11-11,AO,,170,2,NA,AO,608,LUTBOH007_A,2,1,7,A
,2012-10-17,2010-11-11,AO,,171,2,NA,AO,609,LUTBOH008_A,2,0.9,8,A
,2012-10-17,2011-03-11,AO,,172,14,double blind,AS,610,LUTBOH009_A,RTKI_001,0.9,3,F
,2012-10-17,2010-11-11,AS,,173,14,Taken from other trays; original date packed: 11/11/2011 in Tray 2 A10,AO,612,LUTBOH010_A,RTKI_001,1.1,2,E
,2012-10-17,2011-11-17,AO,,174,17,NA; original date packed: 11/11/2010 in Tray 2 A11,AO,613,LUTBOH011_A,RT_KI_DAVIS_01,0.9,2,F
,2012-10-17,2010-11-11,AS,,175,14,Taken from other trays; original date packed: 11/11/2010 in Tray A12,AO,614,LUTBOH012_A,RTKI_001,1,3,E
,2012-10-17,2011-11-17,AO,,176,17,NA; original date packed: 11/11/2010 in Tray 2 B1,AO,616,LUTBOH013_A,RT_KI_DAVIS_01,0.9,4,F
,2012-10-17,2010-11-11,AS,,177,14,Taken from other trays; original date packed: 11/11/2010 in Tray 2 B2,AO,617,LUTBOH014_A,RTKI_001,1,4,E
,2012-10-17,2011-11-17,,,178,17,,,619,LUTBOH015_A,RT_KI_DAVIS_01,0.9,6,F
,2012-10-17,2011-11-17,AO,,426,17,NA; original date packed: 11/11/2010 in Tray 2 B4,AO,621,LUTBOH016_A,RT_KI_DAVIS_01,1.1,7,F
,2012-10-17,2010-11-11,AO,,427,2,NA,AO,622,LUTBOH017_A,2,1.1,5,B
,2012-10-17,2011-11-17,AO,,428,17,NA; original date packed: 11/11/2010 in Tray 2 B6,AO,623,LUTBOH018_A,RT_KI_DAVIS_01,1,8,F
,2012-10-17,2010-11-11,AO,,429,2,NA,AO,624,LUTBOH019_A,2,0.9,7,B
,2012-10-17,2011-11-17,,,430,17,,,625,LUTBOH020_A,RT_KI_DAVIS_01,0.9,9,F
,2012-10-17,2010-11-11,AO,,179,2,NA,AO,628,LUTFUL001_A,2,1,9,B
,2012-10-17,2010-11-11,AO,,180,2,NA,AO,629,LUTFUL002_A,2,1.1,10,B
,2012-10-17,2010-11-11,AO,,181,2,NA,AO,630,LUTFUL003_A,2,1.1,11,B
,2012-10-17,2010-11-11,AO,,182,2,NA,AO,631,LUTFUL004_A,2,1.1,12,B
,2012-10-17,2012-07-26,AO,,183,24,NA; original date packed: 11/11/2010 in Tray 2 C1 ,AO,632,LUTFUL005_A,V6,1.1,9,A
,2012-10-17,2010-11-11,AO,,184,2,NA,AO,633,LUTFUL006_A,2,1,2,C
,2012-10-17,2010-11-11,AO,,185,2,"assumed to be 007 A, could possilby have been mixed up with other LUTFUL007",AO,634,LUTFUL007_1A,2,1.1,4,C
,2012-10-17,2010-11-11,AO,,311,2,"assumed to be 007 B, could possilby have been mixed up with other LUTFUL007",AO,635,LUTFUL007_2A,2,0.9,3,C
,2012-10-17,2010-11-11,AO,,186,2,NA,AO,636,LUTFUL008_A,2,1.1,5,C
,2012-10-17,2010-11-11,AO,,187,2,NA,AO,637,LUTFUL009_A,2,1,6,C
,2012-10-17,2010-11-11,AO,,188,2,NA,AO,638,LUTFUL010_A,2,1,7,C
,2012-10-17,2010-11-11,AO,,189,2,NA,AO,639,LUTFUL011_A,2,1.1,8,C
,2012-10-17,2010-11-11,AO,,190,2,NA,AO,640,LUTFUL012_A,2,1,9,C
,2012-10-17,2010-11-11,AO,,191,2,NA,AO,641,LUTFUL013_A,2,1.1,10,C
,2012-10-17,2010-11-11,AO,,192,2,NA,AO,642,LUTFUL014_A,2,1.1,11,C
,2012-10-17,2010-11-11,AO,,312,2,NA,AO,643,LUTFUL015_A,2,1.1,12,C
,2012-10-17,2012-07-26,AO,,313,24,NA; original date packed: 11/11/2010 in Tray 2 D1,AO,644,LUTFUL016_A,V6,1.1,10,A
,2012-10-17,2010-11-11,AO,,314,2,NA,AO,645,LUTFUL017_A,2,1,2,D
,2012-10-17,2010-11-11,AO,,315,2,NA,AO,646,LUTFUL018_A,2,1.1,3,D
,2012-10-17,2010-11-11,AO,,316,2,NA,AO,647,LUTFUL019_A,2,1,4,D
,2012-10-17,2010-11-11,AO,,317,2,NA,AO,648,LUTFUL020_A,2,1.1,5,D
,2012-10-17,2010-11-16,AO,,318,2,NA,AO,649,LUTFUL021_A,2,1,6,D
,2012-10-17,2010-11-16,AO,,319,2,NA,AO,650,LUTFUL022_A,2,1,7,D
,2012-10-17,2010-11-16,AO,,320,2,NA,AO,651,LUTFUL023_A,2,1.1,8,D
,2012-10-17,2010-11-16,AO,,321,2,NA,AO,652,LUTFUL024_A,2,0.9,9,D
,2012-10-17,2010-11-16,AO,,322,2,NA,AO,653,LUTFUL025_A,2,0.9,10,D
,2012-10-17,2010-11-16,AO,,323,2,NA,AO,654,LUTFUL026_A,2,1,11,D
,2012-10-17,2010-11-16,AO,,324,2,NA,AO,655,LUTFUL027_A,2,1,12,D
,2012-10-17,26/07/2010,AO,,325,24,NA; original date packed: 11/16/2010 in Tray 2 E1,AO,656,LUTFUL028_A,V6,1,11,A
,2012-10-17,2010-11-16,AO,,326,2,NA,AO,657,LUTFUL029_A,2,0.9,2,E
,2012-10-17,2010-11-16,AO,,327,2,NA,AO,658,LUTFUL030_A,2,1,3,E
,2012-10-17,2010-11-16,AO,,328,2,NA,AO,659,LUTFUL031_A,2,1.1,4,E
,2012-10-17,2010-11-16,AO,,329,2,NA,AO,660,LUTFUL032_A,2,0.9,5,E
,2012-10-17,2010-11-16,AO,,330,2,NA,AO,661,LUTFUL033_A,2,1.1,6,E
,2012-10-17,2010-11-16,AO,,331,2,NA,AO,662,LUTFUL034_A,2,1,7,E
,2012-10-17,2010-11-16,AO,,332,2,NA,AO,663,LUTFUL035_A,2,1,8,E
,2012-10-17,2010-11-16,AO,,333,2,NA,AO,664,LUTFUL036_A,2,0.9,9,E
,2012-10-17,2010-11-16,AO,,334,2,NA,AO,665,LUTFUL037_A,2,1.1,10,E
,2012-10-17,2010-11-16,AO,,335,2,NA,AO,666,LUTFUL038_A,2,1,11,E
,2012-10-17,2010-11-16,AO,,336,2,NA,AO,667,LUTFUL039_A,2,1,12,E
,2012-10-17,2012-07-26,AO,,337,24,NA; original date packed: 11/16/2010 in Tray 2 F1,AO,668,LUTFUL040_A,V6,1.1,12,A
,2012-10-17,2010-11-16,AO,,388,2,NA,AO,669,LUTFUL050_A,2,0.9,2,F
,2012-10-17,2010-11-16,AO,,389,2,NA,AO,670,LUTFUL051_A,2,1.1,3,F
,2012-10-17,2010-11-16,AO,,390,2,NA,AO,671,LUTFUL052_A,2,1,4,F
,2012-10-17,2010-11-16,AO,,391,2,NA,AO,672,LUTFUL053_A,2,1,5,F
,2012-10-17,2010-11-16,AO,,392,2,NA,AO,673,LUTFUL054_A,2,1,6,F
,2012-10-17,2010-11-16,AO,,393,2,NA,AO,674,LUTFUL055_A,2,0.9,7,F
,2012-10-17,2010-11-16,AO,,394,2,NA,AO,675,LUTFUL056_A,2,1,8,F
,2012-10-17,2010-11-16,AO,,395,2,NA,AO,676,LUTFUL057_A,2,0.9,9,F
,2012-10-17,2010-11-16,AO,,396,2,NA,AO,677,LUTFUL058_A,2,1,10,F
,2012-10-17,2010-11-18,AO,,397,2,NA,AO,678,LUTFUL059_A,2,1.1,11,F
,2012-10-17,2010-11-18,AO,,398,2,NA,AO,679,LUTFUL060_A,2,0.9,12,F
,2012-10-17,2012-07-26,AO,,399,24,NA; original date packed: 11/18/2010 in Tray 2 G1,AO,680,LUTFUL061_A,V6,1,2,B
,2012-10-17,2010-11-18,AO,,400,2,NA,AO,681,LUTFUL062_A,2,1.1,2,G
,2012-10-17,2010-11-18,AO,,401,2,NA,AO,682,LUTFUL063_A,2,1.1,3,G
,2012-10-17,2010-11-18,AO,,402,2,NA,AO,683,LUTFUL064_A,2,1,4,G
,2012-10-17,2010-11-18,AO,,403,2,NA,AO,684,LUTFUL065_A,2,1,5,G
,2012-10-17,2010-11-18,AO,,404,2,NA,AO,685,LUTFUL066_A,2,1.1,6,G
,2012-10-17,2010-11-18,AO,,405,2,NA,AO,686,LUTFUL067_A,2,1.1,7,G
,2012-10-17,2010-11-18,AO,,406,2,NA,AO,687,LUTFUL068_A,2,0.9,8,G
,2012-10-17,2010-11-18,AO,,407,2,NA,AO,688,LUTFUL069_A,2,1.1,9,G
,2012-10-17,2010-11-18,AO,,408,2,NA,AO,689,LUTFUL070_A,2,1,10,G
,2012-10-17,2010-11-18,AO,,409,2,NA,AO,690,LUTFUL071_A,2,0.9,11,G
,2012-10-17,2010-11-18,AO,,410,2,NA,AO,691,LUTFUL072_A,2,1,12,G
,2012-10-17,2012-07-26,AO,,411,24,NA; original date packed: 11/18/2010 in Tray 2 H1,AO,692,LUTFUL073_A,V6,1.1,3,B
,2012-10-17,2010-11-18,AO,,412,2,NA,AO,693,LUTFUL074_A,2,1,2,H
,2012-10-17,2010-11-18,AO,,413,2,NA,AO,694,LUTFUL075_A,2,1,3,H
,2012-10-17,2010-11-18,AO,,414,2,NA,AO,695,LUTFUL076_A,2,1,4,H
,2012-10-17,2010-11-18,AO,,415,2,NA,AO,696,LUTFUL077_A,2,1,5,H
,2012-10-17,2010-11-18,AO,,416,2,NA,AO,697,LUTFUL078_A,2,0.9,6,H
,2012-10-17,2010-11-18,AO,,417,2,NA,AO,698,LUTFUL079_A,2,0.9,7,H
,2012-10-17,2010-11-18,AO,,418,2,NA,AO,699,LUTFUL080_A,2,0.9,8,H
,2012-10-17,2010-11-18,AO,,419,2,NA,AO,700,LUTFUL081_A,2,1,9,H
,2012-10-17,2010-11-18,AO,,420,2,NA,AO,701,LUTFUL082_A,2,0.9,10,H
,2012-10-17,2011-02-11,AS,,545,5,Likely duplicate to 83A,AS,702,LUTFUL083_A,5,1,4,F
,2012-10-17,2011-02-11,AS,,546,5,Likely duplicate to 84A,AS,704,LUTFUL084_A,5,0.9,5,F
,2012-10-17,2011-02-11,AS,,547,5,Likely duplicate to 85A,AS,706,LUTFUL085_A,5,1,6,F
,2012-10-17,2011-02-10,AS,,548,5,NA,AS,708,LUTFUL086_A,5,1,8,D
,2012-10-17,2011-02-10,AS,,549,5,NA,AS,709,LUTFUL087_A,5,1,9,D
,2012-10-17,2011-02-10,AS,,550,5,NA,AS,710,LUTFUL088_A,5,1.2,10,D
,2012-10-17,2011-02-10,AS,,551,5,NA,AS,711,LUTFUL089_A,5,0.9,11,D
,2012-10-17,2011-02-10,AS,,552,5,NA,AS,712,LUTFUL090_A,5,1.1,12,D
,2012-10-17,2012-07-26,AS,,553,24,NA; original date packed: 02/10/2011 in Tray 5 E1,AS,713,LUTFUL091_A,V6,1.2,2,C
,2012-10-17,2011-02-10,AS,,554,5,NA,AS,714,LUTFUL092_A,5,1,2,E
,2012-10-17,2011-02-10,AS,,555,5,NA,AS,715,LUTFUL093_A,5,1.2,3,E
,2012-10-17,2011-02-10,AS,,556,5,"Capsule fell on scale floor, may have been contam'd",AS,716,LUTFUL094_A,5,1.1,4,E
,2012-10-17,2011-02-10,AS,,557,5,NA,AS,717,LUTFUL095_A,5,1.1,5,E
,2012-10-17,2011-02-10,AS,,558,5,NA,AS,718,LUTFUL096_A,5,1.1,6,E
,2012-10-17,2011-02-10,AS,,559,5,NA,AS,719,LUTFUL097_A,5,1.1,7,E
,2012-10-17,2011-02-10,AS,,560,5,NA,AS,720,LUTFUL098_A,5,1.2,8,E
,2012-10-17,2011-02-10,AS,,561,5,NA,AS,721,LUTFUL099_A,5,1.1,9,E
,2012-10-17,2011-02-10,AS,,562,5,NA,AS,722,LUTFUL100_A,5,1,10,E
,2012-10-17,2011-02-11,AS,,563,5,NA,AS,723,LUTFUL101_A,5,1,11,E
,2012-10-17,2011-02-11,AS,,564,5,NA,AS,724,LUTFUL102_A,5,1.1,12,E
,2012-10-17,2012-07-26,AS,,565,24,NA; original date packed: 02/11/2011 in Tray 5 F1,AS,725,LUTFUL103_A,V6,1,3,C
,2012-10-17,2011-02-11,AS,,566,5,NA,AS,726,LUTFUL104_A,5,1,2,F
,2012-10-17,2011-02-11,AS,,567,5,NA,AS,727,LUTFUL105_A,5,1,3,F
,2012-10-17,2011-04-25,AO,,597,11,NA,AO,728,LUTGIB002_A,11,1,5,A
,2012-10-17,2010-11-18,AO,,223,2,NA,AO,729,LUTKAS001_A,2,0.9,11,H
,2012-10-17,2010-11-18,AO,,224,2,NA,AO,730,LUTKAS002_A,2,0.9,12,H
,2012-10-17,2011-02-15,AO,,225,5,NA,AS,731,LUTKAS003_A,5,0.9,5,H
,2012-10-17,2011-02-15,AO,,226,5,NA,AS,732,LUTKAS004_A,5,0.9,6,H
,2012-10-17,2011-02-15,AO,,227,5,NA,AS,733,LUTKAS005_A,5,1.1,7,H
,2012-10-17,2011-02-15,AO,,228,5,NA,AS,734,LUTKAS006_A,5,0.9,8,H
,2012-10-17,2011-02-15,AO,,229,5,NA,AS,735,LUTKAS007_1A,5,1,9,H
,2012-10-17,2011-02-15,AO,,539,5,"NA; This sample may have come from LUTKAS008CW, but most likely not",AS,736,LUTKAS008_2A,5,1,10,H
,2012-10-17,2011-02-15,AO,,540,5,is this the same as Lut kas?,AS,737,LUTKAS009_A,5,0.9,11,H
,2012-10-17,2011-02-15,AO,,246,5,NA,AS,738,LUTMON001_A,5,1,9,G
,2012-10-17,2011-02-15,AO,,361,5,NA,AS,739,MONGRA001_1A,5,0.8,2,H
,2012-10-17,2011-02-02,AS,,371,6,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET",AS,740,MONGRA001_2A,6,0.8,4,G
,2012-10-17,2011-02-02,AS,,372,6,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET",AS,741,MONGRA002_A,6,1,5,G
,2012-10-17,2011-02-02,AS,,373,6,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET",AS,742,MONGRA003_A,6,0.9,6,G
,2012-10-17,2011-02-02,AS,,374,6,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET",AS,743,MONGRA004_A,6,0.9,7,G
,2012-10-17,2011-02-02,AS,,230,6,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET",AS,744,MONGRA005_A,6,0.9,8,G
,2012-10-17,2011-02-02,AS,,231,6,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET",AS,745,MONGRA006_A,6,0.8,9,G
,2012-10-17,2011-02-02,AS,,338,6,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET",AS,746,MONGRA007_A,6,0.8,10,G
,2012-10-17,2011-02-02,AS,,232,6,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET",AS,747,MONGRA008_A,6,1.1,11,G
,2012-10-17,2011-02-02,AS,,233,6,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET",AS,748,MONGRA009_A,6,1.2,12,G
,2012-10-17,2012-07-26,AS,,234,24,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET; original date packed: 02/02/2011 in Tray 6 H1",AS,749,MONGRA010_A,V6,1.1,11,C
,2012-10-17,2011-02-02,AS,,235,6,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET",AS,750,MONGRA011_A,6,0.8,2,H
,2012-10-17,2011-02-02,AS,,236,6,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET",AS,751,MONGRA012_A,6,0.9,3,H
,2012-10-17,2011-02-02,AS,,237,6,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET",AS,752,MONGRA013_A,6,1,4,H
,2012-10-17,2011-02-02,AS,,238,6,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET",AS,753,MONGRA014_A,6,1.2,5,H
,2012-10-17,2011-02-02,AS,,239,6,"code changed to MONGRA to match dissections, BOTTLE MAY BE LABELLED MONHET",AS,754,MONGRA015_A,6,1.2,6,H
,2012-10-17,2011-04-12,AO,,608,10,NA,AO,755,PARARC001_A,10,1.1,11,A
,2012-10-17,2011-04-12,AO,,609,10,NA,AO,756,PARARC002_A,10,0.9,12,A
,2012-10-17,2012-07-26,AO,,610,24,NA; original date packed: 04/12/2011 in Tray 10 B1,AO,757,PARARC003_A,V6,1,4,E
,2012-10-17,2011-04-12,AO,,611,10,NA,AO,758,PARARC004_A,10,1.1,2,B
,2012-10-17,2011-04-12,AO,,612,10,NA,AO,759,PARARC005_A,10,1,3,B
,2012-10-17,2011-04-13,AO,,613,10,NA,AO,760,PARARC006_A,10,1.1,4,B
,2012-10-17,2011-04-13,AO,,614,10,NA,AO,761,PARARC007_A,10,1.1,5,B
,2012-10-17,2011-04-13,AO,,615,10,NA,AO,762,PARARC008_A,10,1,6,B
,2012-10-17,2011-04-13,AO,,616,10,NA,AO,763,PARARC009_A,10,1.1,7,B
,2012-10-17,2011-04-13,AO,,617,10,NA,AO,764,PARARC010_A,10,1.1,8,B
,2012-10-17,2011-04-13,AO,,618,10,NA,AO,765,PARARC011_A,10,0.9,9,B
,2012-10-17,2011-04-13,AO,,619,10,NA,AO,766,PARARC012_A,10,1.1,10,B
,2012-10-17,2011-04-13,AO,,620,10,NA,AO,767,PARARC013_A,10,0.9,11,B
,2012-10-17,2011-04-13,AO,,621,10,NA,AO,768,PARARC014_A,10,0.9,12,B
,2012-10-17,2012-07-26,AO,,622,24,NA; original date packed: 04/13/2011 in Tray 10 C1,AO,769,PARARC015_A,V6,1.1,5,E
,2012-10-17,2011-04-13,AO,,623,10,NA,AO,770,PARARC016_A,10,1.1,2,C
,2012-10-17,2011-04-13,AO,,624,10,NA,AO,771,PARARC017_A,10,1,3,C
,2012-10-17,2011-04-13,AO,,625,10,NA,AO,772,PARARC018_A,10,1,4,C
,2012-10-17,2011-04-13,AO,,626,10,NA,AO,773,PARARC019_A,10,1,5,C
,2012-10-17,2011-04-13,AO,,627,10,NA,AO,774,PARARC020_A,10,1.1,6,C
,2012-10-17,2011-04-13,AO,,628,10,NA,AO,775,PARARC021_A,10,1.1,7,C
,2012-10-17,2011-04-13,AO,,629,10,NA,AO,776,PARARC022_A,10,1,8,C
,2012-10-17,2011-04-13,AO,,630,10,NA,AO,777,PARARC023_A,10,0.9,9,C
,2012-10-17,2011-04-13,AO,,631,10,NA,AO,778,PARARC024_A,10,1.1,10,C
,2012-10-17,2011-04-13,AO,,632,10,NA,AO,779,PARARC025_A,10,1,11,C
,2012-10-17,2011-04-13,AO,,633,10,NA,AO,780,PARARC026_A,10,1.1,12,C
,2012-10-17,2012-07-26,AO,,634,24,NA; original date packed: 04/13/2011 in Tray 10 D1,AO,781,PARARC027_A,V6,0.9,6,E
,2012-10-17,2011-04-13,AO,,635,10,NA,AO,782,PARARC028_A,10,1.1,2,D
,2012-10-17,2011-04-13,AO,,636,10,NA,AO,783,PARARC029_A,10,1,3,D
,2012-10-17,2011-04-13,AO,,637,10,NA,AO,784,PARARC030_A,10,1,4,D
,2012-10-17,2011-04-13,AO,,638,10,NA,AO,785,PARARC031_A,10,0.9,5,D
,2012-10-17,2011-04-13,AO,,639,10,NA,AO,786,PARARC032_A,10,1,6,D
,2012-10-17,2011-04-14,AO,,640,10,NA,AO,787,PARARC033_A,10,1.1,7,D
,2012-10-17,2011-04-14,AO,,641,10,NA,AO,788,PARARC034_A,10,1,8,D
,2012-10-17,2011-04-14,AO,,642,10,NA,AO,789,PARARC035_A,10,1,9,D
,2012-10-17,2011-04-14,AO,,643,10,NA,AO,790,PARARC036_A,10,1,10,D
,2012-10-17,2011-04-14,AO,,644,10,NA,AO,791,PARARC037_A,10,1,11,D
,2012-10-17,2011-04-14,AO,,645,10,NA,AO,792,PARARC038_A,10,0.9,12,D
,2012-10-17,2012-07-26,AO,,646,24,NA; original date packed: 04/14/2011 in Tray E1,AO,793,PARARC039_A,V6,1,7,E
,2012-10-17,2011-04-14,AO,,647,10,NA,AO,794,PARARC040_A,10,1,2,E
,2012-10-17,2011-04-14,AO,,648,10,NA,AO,795,PARARC041_A,10,0.9,3,E
,2012-10-17,2011-04-14,AO,,649,10,NA,AO,796,PARARC042_A,10,1,4,E
,2012-10-17,2011-04-14,AO,,650,10,NA,AO,797,PARARC043_A,10,1,5,E
,2012-10-17,2011-04-14,AO,,651,10,NA,AO,798,PARARC044_A,10,1,6,E
,2012-10-17,2011-04-14,AO,,653,10,Par cir 045 <0.8mg,AO,799,PARARC046_A,10,1.1,7,E
,2012-10-17,2011-04-14,AO,,654,10,NA,AO,800,PARARC047_A,10,1.1,8,E
,2012-10-17,2011-04-14,AO,,655,10,NA,AO,801,PARARC048_A,10,1.1,9,E
,2012-10-17,2011-04-14,AO,,656,10,NA,AO,802,PARARC049_A,10,1.1,10,E
,2012-10-17,2011-04-14,AO,,657,10,NA,AO,803,PARARC050_A,10,1,11,E
,2012-10-17,2011-04-14,AO,,658,10,NA,AO,804,PARARC051_A,10,1,12,E
,2012-10-17,2012-07-26,AO,,659,24,NA; original date packed: 04/14/2011 in Tray 10 F1,AO,805,PARARC052_A,V6,1.1,8,E
,2012-10-17,2011-04-14,AO,,660,10,NA,AO,806,PARARC053_A,10,0.9,2,F
,2012-10-17,2011-04-14,AO,,661,10,NA,AO,807,PARARC054_A,10,0.9,3,F
,2012-10-17,2011-04-14,AO,,662,10,NA,AO,808,PARARC055_A,10,1.1,4,F
,2012-10-17,2011-04-14,AO,,663,10,NA,AO,809,PARARC056_A,10,0.9,5,F
,2012-10-17,2011-04-14,AO,,664,10,NA,AO,810,PARARC057_A,10,1,6,F
,2012-10-17,2011-04-14,AO,,665,10,NA,AO,811,PARARC058_A,10,1,7,F
,2012-10-17,2011-04-14,AO,,666,10,NA,AO,812,PARARC059_A,10,0.9,8,F
,2012-10-17,2011-04-14,AO,,667,10,NA,AO,813,PARARC060_A,10,1.1,9,F
,2012-10-17,2011-04-23,AO,,668,10,NA,AO,814,PARARC061_A,10,1.1,10,F
,2012-10-17,2011-04-23,AO,,669,10,NA,AO,815,PARARC062_A,10,0.9,11,F
,2012-10-17,2011-04-23,AO,,670,10,NA,AO,816,PARARC063_A,10,1,12,F
,2012-10-17,2012-07-26,AO,,671,24,NA; original date packed: 04/23/2011 in Tray 10 G1,AO,817,PARARC064_A,V6,1,9,E
,2012-10-17,2011-04-23,AO,,672,10,NA,AO,818,PARARC065_A,10,0.9,2,G
,2012-10-17,2011-04-23,AO,,673,10,NA,AO,819,PARARC066_A,10,1,3,G
,2012-10-17,2011-04-23,AO,,674,10,NA,AO,820,PARARC067_A,10,0.9,4,G
,2012-10-17,2011-04-23,AO,,675,10,NA,AO,821,PARARC068_A,10,0.9,5,G
,2012-10-17,2011-04-23,AO,,676,10,NA,AO,822,PARARC069_A,10,1.1,6,G
,2012-10-17,2011-04-23,AO,,677,10,NA,AO,823,PARARC070_A,10,1,7,G
,2012-10-17,2011-04-23,AO,,678,10,NA,AO,824,PARARC071_A,10,1.1,8,G
,2012-10-17,2011-04-23,AO,,679,10,NA,AO,825,PARARC072_A,10,1.1,9,G
,2012-10-17,2011-04-23,AO,,680,10,NA,AO,826,PARARC073_A,10,1.1,10,G
