d13C,d15N,DateProcessed,fk_PackedID,fk_SampleID,fk_TrayID,Lab,pk_ResultID,ref_sampleID,ref_Tray,Weight_mg
-16.60715581,13.22175263,2012-07-31,347,,,UVIC,308,CEPURO027_A,,1.1
-16.90200676,12.84717556,2012-07-31,348,,,UVIC,309,CEPURO028_A,,1.1
-16.8027689,12.96083351,2012-07-31,349,,,UVIC,310,CEPURO029_A,,1
-16.83616626,13.42534861,2012-07-31,350,,,UVIC,311,CEPURO030_A,,1.1
-16.53940688,13.23361259,2012-07-31,351,,,UVIC,312,CEPURO031_A,,1.1
-16.9430378,13.05373653,2012-07-31,352,,,UVIC,313,CEPURO032_A,,0.9
-16.45352797,13.71888262,2012-07-31,353,,,UVIC,314,CEPURO033_A,,1
-16.48310848,13.29291239,2012-07-31,354,,,UVIC,315,CEPURO034_A,,1.1
-16.75505839,13.21384599,2012-07-31,355,,,UVIC,316,CEPURO035_A,,0.9
-16.71021051,13.25634418,2012-07-31,356,,,UVIC,317,CEPURO036_A,,1
-16.32375538,13.18716108,2012-07-31,360,,,UVIC,318,CEPURO038_A,,1.1
-17.3733866,12.69299608,2012-07-31,367,,,UVIC,319,CEPURO042_A,,1.1
-16.52604794,13.50441501,2012-07-31,368,,,UVIC,320,CEPURO043_A,,1.1
-16.04703442,13.94422186,2012-07-31,369,,,UVIC,321,CEPURO044_A,,1
-17.15105562,12.86990715,2012-07-31,370,,,UVIC,322,CEPURO045_A,,0.9
-16.66059158,12.94205524,2012-07-31,371,,,UVIC,323,CEPURO046_A,,1.1
-16.68730947,12.7858991,2012-07-31,372,,,UVIC,324,CEPURO047_A,,1
-16.34570221,13.54394821,2012-07-31,373,,,UVIC,325,CEPURO048_A,,1
-16.59188844,12.88572043,2012-08-01,374,,,UVIC,326,CEPURO049_A,,0.9
-16.38291641,13.0922814,2012-08-01,375,,,UVIC,327,CEPURO050_A,,0.9
-16.35810695,13.32750394,2012-08-01,376,,,UVIC,328,CEPURO051_A,,1.1
-16.94780885,13.3294806,2012-08-01,377,,,UVIC,329,CEPURO052_A,,1
-16.92777044,12.51213169,2012-08-01,378,,,UVIC,330,CEPURO053_A,,1
-17.12529195,13.45302185,2012-08-01,379,,,UVIC,331,CEPURO054_A,,1
-16.77605101,12.79677073,2012-08-01,380,,,UVIC,332,CEPURO055_A,,1.1
-16.75696681,12.79380574,2012-08-01,381,,,UVIC,333,CEPURO056_A,,0.9
-16.90296097,13.1318146,2012-08-01,382,,,UVIC,334,CEPURO057_A,,1
-16.73120313,12.75328421,2012-08-01,383,,,UVIC,335,CEPURO058_A,,0.9
-16.69589736,13.18814941,2012-08-01,384,,,UVIC,336,CEPURO059_A,,1
-16.86956361,13.10908301,2012-08-01,391,,,UVIC,337,CEPURO063_A,,1.1
-15.52221881,13.17233613,2012-08-01,394,,,UVIC,338,EPIHEX001_A,,1
-14.9229748,14.15374782,2012-08-01,395,,,UVIC,339,EPIHEX002_A,,1.1
-16.80467732,12.84816389,2012-08-01,396,,,UVIC,340,EPIHEX003_A,,1
-17.19685771,12.80270071,2012-08-01,397,,,UVIC,341,EPIHEX004_A,,1.1
-16.19016595,13.49947336,2012-08-01,398,,,UVIC,342,EPIHEX005_A,,1.1
-16.74360787,12.93217194,2012-08-01,399,,,UVIC,343,EPIHEX006_A,,1.1
-16.55276583,13.15652285,2012-08-01,400,,,UVIC,344,EPIHEX007_A,,1
-16.00504917,14.33461221,2012-08-01,401,,,UVIC,345,EPIHEX008_A,,1.1
-16.72547787,15.95448507,2012-08-01,402,,,UVIC,346,EPIHEX009_A,,1
-16.75124155,15.2043426,2012-08-01,403,,,UVIC,347,EPIHEX010_A,,1
-16.41058851,14.24467418,2012-08-01,404,,,UVIC,348,EPIHEX011_A,,1.1
-16.85715888,12.89758039,2012-08-01,406,,,UVIC,349,EPISPI001_A,,0.9
-16.3161217,13.65266451,2012-08-01,407,,,UVIC,350,EPISPI002_A,,1.1
-16.812311,12.70485604,2012-08-01,408,,,UVIC,351,EPISPI003_A,,0.9
-14.9888153,13.90468866,2012-08-01,409,,,UVIC,352,EPISPI004_A,,1
-15.5680209,13.79498403,2012-08-01,410,,,UVIC,353,EPISPI005_A,,0.9
-15.70256454,13.9224786,2012-08-01,411,,,UVIC,354,EPISPI006_A,,1.1
-16.55181162,13.13675625,2012-08-01,412,,,UVIC,355,EPISPI007_A,,1
-15.10809158,14.58762469,2012-08-01,413,,,UVIC,356,EPITAU001_A,,1.1
-15.59378457,14.17746774,2012-08-01,414,,,UVIC,357,EPITAU002_A,,0.9
-15.50027197,14.42257358,2012-08-01,415,,,UVIC,358,EPITAU003_2A,,1
-14.63957437,14.93848183,2012-08-01,416,,,UVIC,359,EPITAU004_2A,,1
-15.59092194,14.28618404,2012-08-01,417,,,UVIC,360,EPITAU005_A,,1.1
-15.87336816,14.14188786,2012-08-01,418,,,UVIC,361,EPITAU006_A,,1.1
-16.04608021,14.01834661,2012-08-01,419,,,UVIC,362,EPITAU007_A,,1.1
-14.09548774,13.31946719,2012-07-25,460,,,UVIC,363,KIF11_208_1,,1.2
-14.57753335,12.83648706,2012-07-25,461,,,UVIC,364,KIF11_210_1,,1.2
-17.38672898,9.950580975,2012-07-25,462,,,UVIC,365,KIF11_213_1,,1.1
-17.89968733,9.374796809,2012-07-25,463,,,UVIC,366,KIF11_214_1,,1
-17.84559002,9.191184527,2012-07-25,464,,,UVIC,367,KIF11_216_1,,0.9
-14.26260977,12.8863817,2012-07-25,465,,,UVIC,368,KIF11_222_1,,1
-13.47819888,13.98306592,2012-07-25,466,,,UVIC,369,KIF11_223_1,,1.1
-18.08999391,10.00945665,2012-07-25,467,,,UVIC,370,KIF11_225_1,,1
-16.03816051,13.57193408,2012-07-25,468,,,UVIC,371,KIF11_227_1,,1.1
-16.53952658,13.20371162,2012-07-25,469,,,UVIC,372,KIF11_228_1,,1.2
-17.52776837,9.889709512,2012-07-25,471,,,UVIC,373,KIF11_249_1,,1
-14.56690709,12.91033113,2012-07-25,472,,,UVIC,374,KIF11_250_1,,1.1
-14.230731,12.84945966,2012-07-25,473,,,UVIC,375,KIF11_262_1,,1
-15.36580833,14.03894792,2012-07-25,477,,,UVIC,376,KIF11_293_1,,1.1
-18.56044723,8.905787176,2012-07-25,478,,,UVIC,377,KIF11_296_1,,1.1
-13.83852556,13.42025436,2012-07-25,479,,,UVIC,378,KIF11_297_1,,1.1
-17.55288498,11.97730132,2012-07-25,481,,,UVIC,379,KIF11_300_1,,1.1
-16.01111186,12.59799067,2012-07-25,482,,,UVIC,380,KIF11_301_1,,1.1
-18.11994063,9.232098134,2012-07-25,483,,,UVIC,381,KIF11_302_1,,1.1
-18.00981398,9.606307947,2012-07-25,484,,,UVIC,382,KIF11_303_1,,1.1
-18.05328502,9.424691451,2012-07-25,485,,,UVIC,383,KIF11_304_1,,1
-17.304617,8.616398254,2012-07-25,486,,,UVIC,384,KIF11_320_1,,0.9
-17.91804177,9.556413305,2012-07-25,487,,,UVIC,385,KIF11_321_1,,1
-17.68523016,9.096384708,2012-07-25,488,,,UVIC,386,KIF11_322_1,,1
-17.45918072,10.76585942,2012-07-25,489,,,UVIC,387,KIF11_332_1,,1
-17.55481702,10.61916918,2012-07-25,490,,,UVIC,388,KIF11_333_1,,1.2
-18.3141113,9.112350993,2012-07-25,491,,,UVIC,389,KIF11_334_1,,1
-17.76251202,10.57725768,2012-07-25,492,,,UVIC,390,KIF11_335_1,,1.1
-17.69006028,9.035513245,2012-07-25,493,,,UVIC,391,KIF11_340_1,,1
-17.40894751,9.124325707,2012-07-25,494,,,UVIC,392,KIF11_341_1,,1.1
-18.08709584,9.699111981,2012-07-25,495,,,UVIC,393,KIF11_342_1,,1.1
-17.50844791,9.050481638,2012-07-25,496,,,UVIC,394,KIF11_343_1,,1.1
-17.48622937,11.03429259,2012-07-25,497,,,UVIC,395,KIF11_344_1,,1.1
-17.6620456,12.28365443,2012-07-25,498,,,UVIC,396,KIF11_347_1,,1
-13.20771237,13.3035009,2012-07-25,524,,,UVIC,397,KIF11_476_1,,1.1
-13.46370853,13.61683925,2012-07-25,525,,,UVIC,398,KIF11_477_1,,1
-18.28030049,8.988612282,2012-07-25,529,,,UVIC,399,KIF11_495_1,,0.9
-18.28030049,8.988612282,2012-07-25,529,,,UVIC,400,KIF11_495_1,,0.9
-18.45901479,9.428683022,2012-07-25,530,,,UVIC,401,KIF11_525_1,,1.1
-18.28996072,8.839926249,2012-07-25,531,,,UVIC,402,KIF11_526_1,,1.1
-18.25325184,8.501640578,2012-07-25,532,,,UVIC,403,KIF11_527_1,,0.9
-18.39429123,9.297959061,2012-07-25,533,,,UVIC,404,KIF11_528_1,,1
-18.63579705,8.546545756,2012-07-25,534,,,UVIC,405,KIF11_568_1,,1
-18.39815533,9.096384708,2012-07-25,544,,,UVIC,406,KIF11_624_1,,1.1
-18.39912135,8.55153522,2012-07-25,545,,,UVIC,407,KIF11_625_1,,0.9
-18.41457772,9.398746237,2012-07-25,546,,,UVIC,408,KIF11_626_1,,1
-18.27353833,8.757101144,2012-07-25,547,,,UVIC,409,KIF11_627_1,,1
-18.384631,9.197171884,2012-07-25,548,,,UVIC,410,KIF11_628_1,,1.1
-18.12960086,8.388878688,2012-07-25,549,,,UVIC,411,KIF11_629_1,,1.1
-18.41940784,8.509623721,2012-07-25,550,,,UVIC,412,KIF11_630_1,,1
-19.06760944,8.248175798,2012-07-25,551,,,UVIC,413,KIF11_644_1,,1.1
-19.05022102,8.066559302,2012-07-25,552,,,UVIC,414,KIF11_645_1,,1
-19.13426505,8.206264299,2012-07-25,553,,,UVIC,415,KIF11_646_1,,0.9
-14.3510206,13.38105051,2012-06-06,1387,,,UVIC,416,KIF11_176_1,V3,1.182
-15.98319853,11.26918873,2012-06-06,1388,,,UVIC,417,KIF11_183_1,V3,0.817
-16.12445399,11.15649077,2012-06-06,1389,,,UVIC,418,KIF11_184_1,V3,1.138
-16.39148488,11.54456375,2012-06-06,1390,,,UVIC,419,KIF11_185_1,V3,1.148
-17.49734105,12.34912919,2012-06-06,1391,,,UVIC,420,KIF11_292_1,V3,1.191
-13.68441089,14.29831391,2012-06-06,1392,,,UVIC,421,KIF11_294_1,V3,1.016
0,0,2012-06-06,1393,,,UVIC,422,KIF11_295_1,V3,0
-18.25683108,12.09727374,2012-06-06,1394,,,UVIC,423,KIF11_299_1,V3,0.891
-17.72373681,9.606158833,2012-06-06,1395,,,UVIC,424,KIF11_305_1,V3,1.191
-17.79533204,9.598318975,2012-06-06,1396,,,UVIC,425,KIF11_306_1,V3,1.06
-17.45670592,10.81055703,2012-06-06,1397,,,UVIC,426,KIF11_330_1,V3,0.933
-17.29706789,11.60434267,2012-06-06,1398,,,UVIC,427,KIF11_331_1,V3,1.036
-16.42050998,9.662997804,2012-06-06,1399,,,UVIC,428,KIF11_345_1,V3,0.952
-12.46148683,13.61036636,2012-06-06,1400,,,UVIC,429,KIF11_478_1,V3,1.139
-17.9327175,9.56597956,2012-06-06,1401,,,UVIC,430,KIF11_482_1,V3,0.98
-18.09719305,9.667897715,2012-06-06,1402,,,UVIC,431,KIF11_483_1,V3,0.974
-17.83693468,9.583619241,2012-06-06,1403,,,UVIC,432,KIF11_484_1,V3,1.116
-18.15427574,9.15438701,2012-06-06,1404,,,UVIC,433,KIF11_485_1,V3,1.126
-17.88724485,10.02755121,2012-06-06,1405,,,UVIC,434,KIF11_486_1,V3,0.98
-18.32262129,9.033849191,2012-06-06,1406,,,UVIC,435,KIF11_487_1,V3,1.001
-18.25005855,9.270024917,2012-06-06,1407,,,UVIC,436,KIF11_488_1,V3,0.85
-18.04688288,10.01481144,2012-06-06,1408,,,UVIC,437,KIF11_489_1,V3,1.195
-18.43485167,9.222985768,2012-06-06,1409,,,UVIC,438,KIF11_490_1,V3,1.135
-18.01882529,9.726696651,2012-06-06,1410,,,UVIC,439,KIF11_491_1,V3,1.106
-18.88217113,8.994514519,2012-06-13,1411,,,UVIC,440,KIF11_492_1,V3,0.912
-18.70915229,9.216116152,2012-06-13,1412,,,UVIC,441,KIF11_493_1,V3,1.139
-18.61772756,8.802994555,2012-06-13,1413,,,UVIC,442,KIF11_494_1,V3,1.096
-17.89124505,9.648289474,2012-06-13,1414,,,UVIC,443,KIF11_496_1,V3,0.87
-17.62778455,10.36323049,2012-06-13,1415,,,UVIC,444,KIF11_563_1,V3,1.175
-18.2048417,9.236170599,2012-06-13,1416,,,UVIC,445,KIF11_566_1,V3,0.991
-18.13701045,9.312377495,2012-06-13,1417,,,UVIC,446,KIF11_567_1,V3,1.112
-18.36016543,8.907277677,2012-06-13,1418,,,UVIC,447,KIF11_569_1,V3,1.082
-18.18223128,9.396606171,2012-06-13,1419,,,UVIC,448,KIF11_570_1,V3,0.92
-16.03522479,10.63597096,2012-06-13,1420,,,UVIC,449,KIF11_571_1,V3,1.172
-15.16226611,12.12,2012-06-13,1421,,,UVIC,450,KIF11_572_1,V3,1.172
-14.84178803,13.74240472,2012-06-13,1422,,,UVIC,451,KIF11_001_1,V3,0.836
-13.53431613,15.34575771,2012-06-13,1423,,,UVIC,452,KIF11_021_1,V3,1.078
-17.68578518,13.07759982,2012-06-13,1424,,,UVIC,453,KIF11_006_1,V3,1.038
-13.34851749,12.77778584,2012-06-13,1425,,,UVIC,454,KIF11_095_1,V3,1.132
-15.51223603,11.72593013,2012-06-13,1426,,,UVIC,455,KIF11_180_1,V3,1.182
-17.59337739,10.68009074,2012-06-13,1427,,,UVIC,456,KIF11_563_1,V3,0.89
-17.27781463,11.49630672,2012-06-13,1428,,,UVIC,457,KIF11_048_1,V3,0.927
-13.33475463,13.80557623,2012-06-13,1429,,,UVIC,458,KIF11_102_1,V3,0.941
-16.30851591,13.04350726,2012-06-13,1430,,,UVIC,459,KIF11_498_1,V3,0.876
-17.51964778,13.57294465,2012-06-13,1431,,,UVIC,460,KIF11_499_1,V3,0.933
-18.47813282,10.03734574,2012-06-13,1432,,,UVIC,461,KIF11_500_1,V3,1.11
-18.30511398,9.690403811,2012-06-13,1433,,,UVIC,462,KIF11_501_1,V3,1.152
-18.42504749,10.21382486,2012-06-13,1434,,,UVIC,463,KIF11_502_1,V3,0.806
-18.44470872,9.978185118,2012-06-13,1435,,,UVIC,464,KIF11_503_1,V3,0.837
-18.47813282,9.791678766,2012-06-13,1436,,,UVIC,465,KIF11_504_1,V3,1.195
-18.21958762,10.08647913,2012-06-13,1437,,,UVIC,466,KIF11_505_1,V3,0.893
-18.28938499,10.31610254,2012-06-13,1438,,,UVIC,467,KIF11_506_1,V3,1.193
-18.35623318,9.951111615,2012-06-13,1439,,,UVIC,468,KIF11_507_1,V3,1.045
-18.66294839,9.27527677,2012-06-13,1440,,,UVIC,469,KIF11_508_1,V3,0.956
-18.60888001,9.341456443,2012-06-13,1441,,,UVIC,470,KIF11_509_1,V3,0.917
-18.26480845,9.805716878,2012-06-13,1442,,,UVIC,471,KIF11_510_1,V3,1.193
-18.37196217,9.842817604,2012-06-13,1443,,,UVIC,472,KIF11_511_1,V3,0.987
-18.38965727,9.702436479,2012-06-13,1444,,,UVIC,473,KIF11_512_1,V3,0.908
-18.11636615,10.22585753,2012-06-13,1445,,,UVIC,474,KIF11_513_1,V3,1.061
-13.84594665,15.3317196,2012-06-13,1446,,,UVIC,475,KIF11_514_1,V3,1.089
-18.27463907,9.927046279,2012-06-13,1447,,,UVIC,476,KIF11_515_1,V3,0.981
-17.82243074,9.649292196,2012-06-13,1448,,,UVIC,477,KIF11_516_1,V3,1.124
-18.60772689,8.58539726,2012-06-14,1449,,,UVIC,478,KIF11_517_1,V3,0.918
-13.06618822,14.24262466,2012-06-14,1450,,,UVIC,479,KIF11_518_1,V3,0.854
-16.68247886,12.47131781,2012-06-14,1451,,,UVIC,480,KIF11_519_1,V3,1.172
-13.24283469,15.17669315,2012-06-14,1452,,,UVIC,481,KIF11_520_1,V3,0.864
-17.90114102,9.269076712,2012-06-14,1453,,,UVIC,482,KIF11_521_1,V3,0.801
-18.09068863,8.914032877,2012-06-14,1454,,,UVIC,483,KIF11_522_1,V3,1.05
-18.17801947,9.138013699,2012-06-14,1455,,,UVIC,484,KIF11_523_1,V3,0.867
-18.13931603,9.373731507,2012-06-14,1456,,,UVIC,485,KIF11_524_1,V3,1.173
-13.56933294,13.76727671,2012-06-14,1457,,,UVIC,486,KIF11_042_1,V3,1.101
-15.71588526,14.73949041,2012-06-14,1458,,,UVIC,487,KIF11_043_1,V3,0.819
0,0,2012-06-14,1459,,,UVIC,488,KIF11_044_1,V3,0
-16.52171072,11.76807671,2012-06-14,1460,,,UVIC,489,KIF11_045_1,V3,1.02
-17.60242985,9.091065753,2012-06-14,1461,,,UVIC,490,KIF11_323_1,V3,0.85
-17.56968079,14.76003014,2012-06-14,1462,,,UVIC,491,KIF11_324_1,V3,1.126
-18.39039219,40.8229863,2012-06-14,1463,,,UVIC,492,KIF11_325_1,V3,1.086
-17.90014862,21.19972329,2012-06-14,1464,,,UVIC,493,KIF11_326_1,V3,0.85
-17.72151736,16.33083014,2012-06-14,1465,,,UVIC,494,KIF11_327_1,V3,1.075
-17.99641102,13.24987123,2012-06-14,1466,,,UVIC,495,KIF11_328_1,V3,1.151
-15.3437368,16.03936164,2012-06-14,1467,,,UVIC,496,KIF11_329_1,V3,1.113
-17.02088586,14.40009589,2012-06-14,1468,,,UVIC,497,KIF11_346_1,V3,1.064
-15.9004709,12.96231507,2012-06-14,1469,,,UVIC,498,KIF11_183_1,V3,1.03
-18.22565447,11.2526274,2012-06-14,1470,,,UVIC,499,KIF11_483_1,V3,0.887
-17.53097735,13.75847397,2012-06-14,1471,,,UVIC,500,KIF11_006_1,V3,1.023
-14.09827995,15.57770685,2012-06-14,1472,,,UVIC,501,KIF11_016_1,V3,0.965
-13.94346619,13.30073151,2012-06-14,1473,,,UVIC,502,KIF11_174_1,V3,0.913
-9.261342371,12.62389863,2012-06-14,1474,,,UVIC,503,KIPR_489_NA,V3,0.946
-18.74533225,9.303032763,2012-06-18,1475,,,UVIC,504,KIF11_356_1,V4,0.973
-18.9409177,8.536903778,2012-06-18,1476,,,UVIC,505,KIF11_357_1,V4,0.898
-18.94772913,9.057440968,2012-06-18,1477,,,UVIC,506,KIF11_358_1,V4,0.949
-18.7287902,9.434145514,2012-06-18,1478,,,UVIC,507,KIF11_359_1,V4,1.18
-18.91951034,8.743357438,2012-06-18,1479,,,UVIC,508,KIF11_360_1,V4,1.099
-18.92826789,8.693456316,2012-06-18,1480,,,UVIC,509,KIF11_361_1,V4,0.991
-19.02168184,8.934155844,2012-06-18,1481,,,UVIC,510,KIF11_362_1,V4,1.149
-18.88350704,8.877405549,2012-06-18,1482,,,UVIC,511,KIF11_363_1,V4,1.015
-19.0148704,8.841202774,2012-06-18,1483,,,UVIC,512,KIF11_364_1,V4,0.862
-18.61688808,9.810850059,2012-06-18,1484,,,UVIC,513,KIF11_365_1,V4,0.96
-18.73560163,9.423382527,2012-06-18,1485,,,UVIC,514,KIF11_366_1,V4,1.172
-18.57601948,9.263894628,2012-06-18,1486,,,UVIC,515,KIF11_350_1,V4,0.89
-18.78036248,9.243347107,2012-06-18,1487,,,UVIC,516,KIF11_351_1,V4,0.961
-18.69084079,9.458606848,2012-06-18,1488,,,UVIC,517,KIF11_352_1,V4,0.898
-18.66943343,9.408705726,2012-06-18,1489,,,UVIC,518,KIF11_353_1,V4,0.99
-19.08103861,6.919520366,2012-06-18,1490,,,UVIC,519,KIF11_354_1,V4,0.969
-18.72295183,8.89795307,2012-06-18,1491,,,UVIC,520,KIF11_355_1,V4,1.1
-19.08882311,8.81380608,2012-06-18,1492,,,UVIC,521,KIF11_367_1,V4,0.957
-14.24492094,13.32056228,2012-06-18,1493,,,UVIC,522,PLEDIC009_1,V4,0.846
-15.581908,14.30977863,2012-06-18,1494,,,UVIC,523,PLEDIC013_1,V4,0.927
-14.48040192,13.77554309,2012-06-18,1495,,,UVIC,524,PLEDIC016_1,V4,1.035
-15.22090203,13.02604782,2012-06-18,1496,,,UVIC,525,PLEDIC031_1,V4,1.019
-15.2189559,12.71196429,2012-06-18,1497,,,UVIC,526,PLEDIC032_1,V4,0.843
-14.61176527,12.98299587,2012-06-18,1498,,,UVIC,527,PLEDIC033_1,V4,0.887
-15.13429952,13.55539109,2012-06-18,1499,,,UVIC,528,PLEDIC034_1,V4,1.016
-15.17224893,13.07105667,2012-06-18,1500,,,UVIC,529,PLEDIC045_1,V4,0.804
-15.09732317,12.46441558,2012-06-18,1655,,,UVIC,530,PLEDIC044_1,V4,0.945
-14.42591045,14.9252258,2012-06-18,1502,,,UVIC,531,PLEDIC047_1,V4,1.115
-15.14597626,13.2843595,2012-06-18,1503,,,UVIC,532,PLEDIC050_1,V4,0.834
-14.82097358,13.63464581,2012-06-18,1504,,,UVIC,533,PLEDIC055_1,V4,1.126
-14.72366739,13.64051653,2012-06-18,1505,,,UVIC,534,PLEDIC056_1,V4,0.879
-13.15703772,13.55636954,2012-06-18,1506,,,UVIC,535,PLEDIC057_1,V4,0.839
-15.04964313,13.50353306,2012-06-18,1507,,,UVIC,536,PLEDIC058_1,V4,1.021
-13.78271653,12.89787043,2012-06-18,1508,,,UVIC,537,PLEDIC059_1,V4,0.928
-15.64904927,13.54756346,2012-06-18,1509,,,UVIC,538,PLEDIC060_1,V4,0.952
-13.98803259,15.07590762,2012-06-18,1510,,,UVIC,539,PLEDIC104_1,V4,0.983
-14.44342556,14.89391529,2012-06-18,1511,,,UVIC,540,PLEDIC105_1,V4,1.141
-14.8997916,15.14831316,2012-06-19,1512,,,UVIC,541,PLEDIC106_1,V4,1.033
-14.90076466,15.2314817,2012-06-19,1513,,,UVIC,542,PLEDIC107_1,V4,0.917
-14.23908256,14.32249852,2012-06-19,1514,,,UVIC,543,PLEDIC108_1,V4,1.164
-14.77037437,14.03483323,2012-06-19,1515,,,UVIC,544,PLEDIC109_1,V4,0.867
-14.33055038,15.5651343,2012-06-19,1516,,,UVIC,545,PLEDIC112_1,V4,0.908
-13.9802481,15.21582645,2012-06-19,1517,,,UVIC,546,PLEDIC113_1,V4,0.984
-14.11063839,15.2901889,2012-06-19,1518,,,UVIC,547,PLEDIC114_1,V4,0.905
-14.450237,15.45848288,2012-06-19,1519,,,UVIC,548,PLEDIC115_1,V4,0.943
-14.65944531,15.37237898,2012-06-19,1520,,,UVIC,549,PLEDIC119_1,V4,0.908
-14.29162791,14.94968713,2012-06-19,1521,,,UVIC,550,PLEDIC121_1,V4,0.986
-13.837208,15.0993905,2012-06-19,1522,,,UVIC,551,PLEDIC123_1,V4,1.087
-14.0337665,14.45458973,2012-06-19,1523,,,UVIC,552,PLEDIC127_1,V4,1.128
-14.52516276,15.46533205,2012-06-19,1524,,,UVIC,553,PLEDIC131_1,V4,0.833
-14.92801039,15.08079988,2012-06-19,1525,,,UVIC,554,PLEDIC132_1,V4,0.903
-14.33249651,15.59938017,2012-06-19,1526,,,UVIC,555,PLEDIC133_1,V4,1.087
-15.05158926,15.10428276,2012-06-19,1527,,,UVIC,556,PLEDIC134_1,V4,0.979
-14.99125942,14.21584711,2012-06-19,1528,,,UVIC,557,PLEDIC135_1,V4,0.951
-14.42493739,11.58674292,2012-06-19,1529,,,UVIC,558,PLEDIC136_1,V4,1.133
-14.58938485,14.84303571,2012-06-19,1530,,,UVIC,559,PLEDIC138_1,V4,0.955
-14.18361804,14.23052391,2012-06-19,1531,,,UVIC,560,PLEDIC140_1,V4,0.964
-14.32373895,14.93109652,2012-06-19,1532,,,UVIC,561,PLEDIC145_1,V4,0.833
-14.78010498,14.44774055,2012-06-19,1533,,,UVIC,562,PLEDIC149_1,V4,1.032
-14.6954486,14.65223731,2012-06-19,1534,,,UVIC,563,PLEDIC150_1,V4,0.852
-14.16123761,14.75693182,2012-06-19,1535,,,UVIC,564,PLEDIC151_1,V4,1.156
-14.31887364,15.3782497,2012-06-19,1536,,,UVIC,565,PLEDIC156_1,V4,1.019
-14.6059269,15.06123081,2012-06-19,1537,,,UVIC,566,PLEDIC159_1,V4,0.958
-14.6876641,15.85769185,2012-06-19,1632,,,UVIC,567,PLEDIC160_1,V4,0.935
-13.91310683,15.16592532,2012-06-19,1539,,,UVIC,568,PLEDIC161_1,V4,0.998
-15.28707024,13.37926948,2012-06-19,1540,,,UVIC,569,PLEDIC165_1,V4,0.897
-13.23001737,13.6473657,2012-06-19,1541,,,UVIC,570,PLEDIC171_1,V4,0.984
-13.66011073,12.10043093,2012-06-19,1542,,,UVIC,571,PLEDIC172_1,V4,1.002
-14.84432707,13.2843595,2012-06-19,1543,,,UVIC,572,PLEDIC173_1,V4,1.057
-14.56311218,14.2872742,2012-06-19,1544,,,UVIC,573,PLEDIC176_1,V4,0.94
-14.68961023,14.64440968,2012-06-19,1545,,,UVIC,574,PLEDIC177_1,V4,0.983
-13.5306935,13.7334696,2012-06-19,1546,,,UVIC,575,PLEDIC178_1,V4,1.067
-13.24655942,14.08962662,2012-06-19,1547,,,UVIC,576,PLEDIC179_1,V4,1.08
-14.1972409,13.24815673,2012-06-19,1548,,,UVIC,577,PLEDIC180_1,V4,0.949
-13.94619093,13.04659534,2012-06-19,1549,,,UVIC,578,PLEDIC181_1,V4,1.134
-14.82973114,14.30488636,2012-06-19,1550,,,UVIC,579,PLEDIC182_1,V4,1.109
-14.30525077,14.81563902,2012-06-19,1551,,,UVIC,580,PLEDIC183_1,V4,1.024
-14.62928039,14.99567444,2012-06-19,1552,,,UVIC,581,PLEDIC184_1,V4,0.93
-14.56603136,14.29020956,2012-06-19,1553,,,UVIC,582,PLEDIC185_1,V4,0.89
-14.43953332,15.4056464,2012-06-19,1554,,,UVIC,583,PLEDIC186_1,V4,1.027
-17.94644843,10.34606405,2012-06-19,1555,,,UVIC,584,PSEOLI020_NA,V4,0.865
-18.40378752,9.894018595,2012-06-19,1556,,,UVIC,585,PSEOLI021_NA,V4,0.873
-18.93021402,8.988949233,2012-06-19,1557,,,UVIC,586,KIF11_357_1,V4,1.125
-18.79398535,9.446865407,2012-06-19,1558,,,UVIC,587,KIF11_355_1,V4,1.119
-14.37044592,15.34302538,2012-06-19,1559,,,UVIC,588,PLEDIC112_1,V4,1.043
-17.82870794,10.1122137,2012-06-19,1560,,,UVIC,589,KIF11_020_1,V4,1.094
-18.9204834,9.32260183,2012-06-19,1561,,,UVIC,590,KIF11_490_1,V4,1.056
-18.36681117,9.434145514,2012-06-19,1562,,,UVIC,591,KIF11_567_1,V4,0.917
-18.86481715,9.695391201,,1209,,,UVIC,592,KIPR_155_NA,KI_POM_02,
-19.64726951,8.276149325,,1210,,,UVIC,593,KIPR_062_NA,KI_POM_02,
-21.65397357,9.549118361,,1211,,,UVIC,594,KIPR_087_NA,KI_POM_02,
-21.2455716,9.602488181,,1212,,,UVIC,595,KIPR_089_NA,KI_POM_02,
-18.98981868,9.720099451,,1213,,,UVIC,596,KIPR_137_NA,KI_POM_02,
-21.61294253,9.530340091,,1215,,,UVIC,597,KIPR_155_A,KI_POM_02,
-22.58528273,8.767349333,,1216,,,UVIC,598,KIPR_062_A,KI_POM_02,
-23.09483098,9.016408493,,1217,,,UVIC,599,KIPR_087_A,KI_POM_02,
-23.07288414,9.83079241,,1218,,,UVIC,600,KIPR_089_A,KI_POM_02,
-22.73509373,8.457013714,,1219,,,UVIC,601,KIPR_137_A,KI_POM_02,
-18.65679932,9.077684953,,1221,,,UVIC,602,KIPR_154_NA,KI_POM_02,
-17.7569791,9.80114251,,1222,,,UVIC,603,KIPR_136_NA,KI_POM_02,
-20.97553012,9.685507901,,1224,,,UVIC,604,KIPR_088_NA,KI_POM_02,
-20.86961278,8.467885344,,1225,,,UVIC,605,KIPR_044_NA,KI_POM_02,
